problem_id,experiment_type,iteration_0_compression_rate,iteration_1_compression_rate,iteration_2_compression_rate,iteration_3_compression_rate,iteration_4_compression_rate,seed
2024-I-8,base_sum,0.02164468878551382,0.01544111839507148,0.016845412198028382,0.04775376258911395,,0
2024-I-9,base_sum,0.049034899590563466,0.04647483437160091,0.04503990877993159,0.1141732283464567,,0
2024-II-1,base_sum,0.06147336983573917,0.2087729039422543,0.12410575427682737,0.17633247241136418,,0
2024-II-10,base_sum,0.033568075117370894,0.07170124481327801,0.038790097629009763,0.08105147864184009,,0
2024-II-11,base_sum,0.018774386045444114,0.06206783009548897,0.028979907264296754,0.06929681112019624,,0
2024-II-12,base_sum,0.03889029642766658,0.08743400211193242,0.12481105592744547,0.21337172104926425,,0
2024-II-13,base_sum,0.10637961057463986,0.13753907360045467,0.15992438563327033,0.0868816145705144,,0
2024-II-14,base_sum,0.017495213573644947,0.024012158054711245,0.025159068355612633,0.07678500199441564,,0
2024-II-15,base_sum,0.025447487599741213,0.02605917955615333,0.018670605612998523,0.024023424502562056,,0
2024-II-2,base_sum,0.045868832970081236,0.04330974047859791,0.06995389857686911,0.07761121856866537,,0
2024-II-3,base_sum,0.018190614417029512,0.08104196816208394,0.06520747834017328,0.08701657458563536,,0
2024-II-4,base_sum,0.2519966951253098,0.12407407407407407,0.12480127186009539,0.1453146220009054,,0
2024-II-5,base_sum,0.017030219581129068,0.0586709886547812,0.0329161926431551,0.05141737032569361,,0
2024-II-6,base_sum,0.14341590612777053,0.11825192802056556,0.12313937753721245,0.11310151036178434,,0
2024-II-7,base_sum,0.031237564663748506,0.036190663005100036,0.09852045256744996,0.04005916430420313,,0
2024-II-8,base_sum,0.01346875,0.018153600150496167,0.02509338963781062,0.012936103488827911,,0
2024-II-9,base_sum,0.013625,0.02141203703703704,0.07225592939878654,0.10806297709923664,,0
21,base_sum,0.06699857752489331,0.07017376360511743,0.11924245966799159,0.08656432979901883,,0
22,base_sum,0.030825353397172822,0.062206572769953054,0.05313728344737225,0.07412666856006817,,0
23,base_sum,0.12729621125143514,0.14070006863417983,0.17849327914973429,0.16336295283663704,,0
24,base_sum,0.017261850397296555,0.02397922537156749,0.026775468570699987,0.0293095633781538,,0
25,base_sum,0.03268721836778485,0.019994710394075643,0.02458471760797342,0.05285207863358041,,0
26,base_sum,0.048077930239865924,0.027349359975023416,0.10302153648344584,0.06491841491841492,,0
27,base_sum,0.02046563280847182,0.019533206450966643,0.032362578697397004,0.017534423407917384,,0
28,base_sum,0.02297986577181208,0.034532721564839414,0.07029226785053644,0.03867577509196006,,0
29,base_sum,0.0198125,0.043856244663510055,0.027982844688181116,0.016015863331299573,,0
3,base_sum,0.12656529516994633,0.15037593984962405,0.16853013362421598,0.1558922558922559,,0
4,base_sum,0.024800708591674048,0.034668921555873554,0.043375601224311326,0.025638097413350082,,0
5,base_sum,0.021392381309814225,0.01952362358453729,0.013601716189693733,0.015375,,0
6,base_sum,0.05358537728479925,0.04365719819238218,0.05054240631163708,0.0194375,,0
7,base_sum,0.03218345228654507,0.02838221381267739,0.028697130286971302,0.043380534951674536,,0
8,base_sum,0.0748207279123258,0.14514123290104813,0.15368746776689016,0.18630502445531347,,0
9,base_sum,0.024611809443329462,0.012225424908060828,0.017288821971860234,0.024382570394840333,,0
0,firstk,,,,,,0
1,firstk,,,,,,0
10,firstk,,,,,,0
11,firstk,,,,,,0
12,firstk,,,,,,0
13,firstk,,,,,,0
14,firstk,,,,,,0
15,firstk,,,,,,0
16,firstk,,,,,,0
17,firstk,,,,,,0
18,firstk,,,,,,0
19,firstk,,,,,,0
2,firstk,,,,,,0
20,firstk,,,,,,0
2024-I-1,firstk,,,,,,0
2024-I-10,firstk,,,,,,0
2024-I-11,firstk,,,,,,0
2024-I-12,firstk,,,,,,0
2024-I-13,firstk,,,,,,0
2024-I-14,firstk,,,,,,0
2024-I-15,firstk,,,,,,0
2024-I-2,firstk,,,,,,0
2024-I-3,firstk,,,,,,0
2024-I-4,firstk,,,,,,0
2024-I-5,firstk,,,,,,0
2024-I-6,firstk,,,,,,0
2024-I-7,firstk,,,,,,0
2024-I-8,firstk,,,,,,0
2024-I-9,firstk,,,,,,0
2024-II-1,firstk,,,,,,0
2024-II-10,firstk,,,,,,0
2024-II-11,firstk,,,,,,0
2024-II-12,firstk,,,,,,0
2024-II-13,firstk,,,,,,0
2024-II-14,firstk,,,,,,0
2024-II-15,firstk,,,,,,0
2024-II-2,firstk,,,,,,0
2024-II-3,firstk,,,,,,0
2024-II-4,firstk,,,,,,0
2024-II-5,firstk,,,,,,0
2024-II-6,firstk,,,,,,0
2024-II-7,firstk,,,,,,0
2024-II-8,firstk,,,,,,0
2024-II-9,firstk,,,,,,0
21,firstk,,,,,,0
22,firstk,,,,,,0
23,firstk,,,,,,0
24,firstk,,,,,,0
25,firstk,,,,,,0
26,firstk,,,,,,0
27,firstk,,,,,,0
28,firstk,,,,,,0
29,firstk,,,,,,0
3,firstk,,,,,,0
4,firstk,,,,,,0
5,firstk,,,,,,0
6,firstk,,,,,,0
7,firstk,,,,,,0
8,firstk,,,,,,0
9,firstk,,,,,,0
0,lastk,,,,,,0
1,lastk,,,,,,0
10,lastk,,,,,,0
11,lastk,,,,,,0
12,lastk,,,,,,0
13,lastk,,,,,,0
14,lastk,,,,,,0
15,lastk,,,,,,0
16,lastk,,,,,,0
17,lastk,,,,,,0
18,lastk,,,,,,0
19,lastk,,,,,,0
2,lastk,,,,,,0
20,lastk,,,,,,0
2024-I-1,lastk,,,,,,0
2024-I-10,lastk,,,,,,0
2024-I-11,lastk,,,,,,0
2024-I-12,lastk,,,,,,0
2024-I-13,lastk,,,,,,0
2024-I-14,lastk,,,,,,0
2024-I-15,lastk,,,,,,0
2024-I-2,lastk,,,,,,0
2024-I-3,lastk,,,,,,0
2024-I-4,lastk,,,,,,0
2024-I-5,lastk,,,,,,0
2024-I-6,lastk,,,,,,0
2024-I-7,lastk,,,,,,0
2024-I-8,lastk,,,,,,0
2024-I-9,lastk,,,,,,0
2024-II-1,lastk,,,,,,0
2024-II-10,lastk,,,,,,0
2024-II-11,lastk,,,,,,0
2024-II-12,lastk,,,,,,0
2024-II-13,lastk,,,,,,0
2024-II-14,lastk,,,,,,0
2024-II-15,lastk,,,,,,0
2024-II-2,lastk,,,,,,0
2024-II-3,lastk,,,,,,0
2024-II-4,lastk,,,,,,0
2024-II-5,lastk,,,,,,0
2024-II-6,lastk,,,,,,0
2024-II-7,lastk,,,,,,0
2024-II-8,lastk,,,,,,0
2024-II-9,lastk,,,,,,0
21,lastk,,,,,,0
22,lastk,,,,,,0
23,lastk,,,,,,0
24,lastk,,,,,,0
25,lastk,,,,,,0
26,lastk,,,,,,0
27,lastk,,,,,,0
28,lastk,,,,,,0
29,lastk,,,,,,0
3,lastk,,,,,,0
4,lastk,,,,,,0
5,lastk,,,,,,0
6,lastk,,,,,,0
7,lastk,,,,,,0
8,lastk,,,,,,0
9,lastk,,,,,,0
0,postThink,0.1539928486293206,0.060611747044473634,0.10810397553516819,0.10517746662324975,,0
1,postThink,0.1639163916391639,0.1020128087831656,0.05216374269005848,0.09641158668396023,,0
10,postThink,0.0025384289945000705,0.006238133984269053,0.014155889549108703,0.0013199200913242008,,0
11,postThink,0.025830443740891502,0.0304758159653952,0.004427026634734016,0.038775183882315316,,0
12,postThink,0.006320982578755332,0.009687511109531088,0.0015684612123781263,0.002096522239579051,,0
13,postThink,0.06496112365186857,0.040948616600790515,0.044243252476938846,0.002396413110698825,,0
14,postThink,0.025502589763848654,0.01705176952325241,0.019424268674618512,0.018061837784249333,,0
15,postThink,0.18251786695986805,0.00732728541521284,0.1117468865701784,0.10085054678007291,,0
16,postThink,0.1511111111111111,0.09705014749262537,0.07596934174932371,0.06799838579499597,,0
17,postThink,0.0005287648054145516,0.00033051295610787943,0.0003281701233919664,0.0033341689646527953,,0
18,postThink,0.17532289090409453,0.03150456374521543,0.10944425502898057,0.11617806731813246,,0
19,postThink,0.04158842756798108,0.01487895090786819,0.004142216085605799,0.034533702677747,,0
2,postThink,0.0006693440428380187,0.0025670608595327374,0.0010885492987230479,0.0017321641225506116,,0
20,postThink,0.05231940509915014,0.0012576445058196883,0.0014114130735595285,0.0013771294501683158,,0
2024-I-1,postThink,0.1816433086012641,0.08727770177838577,0.11693548387096774,0.11749539594843462,,0
2024-I-10,postThink,0.035373581226934056,0.027747432816255187,0.02961218558973845,0.021520689928000634,,0
2024-I-11,postThink,0.043732040229885055,0.002961886665921538,0.0014803849000740192,0.0022306397306397305,,0
2024-I-12,postThink,0.0300304273051991,0.0005995203836930455,0.0008864200449119489,0.0005670220004536176,,0
2024-I-13,postThink,0.06228330856859832,0.03422517995382317,0.037296037296037296,0.03591160220994475,,0
2024-I-14,postThink,0.03916735141057245,0.003934587483093569,0.06990818030050083,0.11415447431099013,,0
2024-I-15,postThink,0.08263933376041,0.09188034188034189,0.062198649951783994,0.06620477290223249,,0
2024-I-2,postThink,0.05919745729042511,0.0077661032434901784,0.038860103626943004,0.05990085375929496,,0
2024-I-3,postThink,0.13898171810497345,0.09882583170254403,0.13279489105935388,0.14259782170229932,,0
2024-I-4,postThink,0.19655172413793104,0.09926328034121752,0.10174880763116058,0.15647921760391198,,0
2024-I-5,postThink,0.07397890181228023,0.0010872716729486808,0.044850784888735555,0.055674518201284794,,0
2024-I-6,postThink,0.1734059097978227,0.04423806670661074,0.07902247591865857,0.09437579889220281,,0
2024-I-7,postThink,0.11167704206753443,0.08281847602235952,0.07936979785969084,0.04907474600870827,,0
2024-I-8,postThink,0.004476969436074042,0.013680759967888681,0.034370875494940605,0.011524893770544376,,0
2024-I-9,postThink,0.045342381246144356,0.0016158221302998966,0.02646654445462878,0.032306662202879144,,0
2024-II-1,postThink,0.12844527696012845,0.06482465462274177,0.059374126851075716,0.04188122210779265,,0
2024-II-10,postThink,0.06050043570272626,0.10402849422746253,0.1387782204515272,0.1735159817351598,,0
2024-II-11,postThink,0.04189356769288834,0.045889440113394755,0.0396549964274778,0.003285510896944475,,0
2024-II-12,postThink,0.0877710766072116,0.05968,0.08793022159358793,0.1270868824531516,,0
2024-II-13,postThink,0.12217347283158961,0.12123241795043536,0.08465608465608465,0.050878255602665054,,0
2024-II-14,postThink,0.01675444487646248,0.022600834492350487,0.033764284889761055,0.06332539510716605,,0
2024-II-15,postThink,0.01810523204256577,0.006910659000442282,0.0007452953232718465,0.0006976744186046512,,0
2024-II-2,postThink,0.033428165007112376,0.002094972067039106,0.0243568275232151,0.0043771657851541124,,0
2024-II-3,postThink,0.00042202996412745304,0.04612676056338028,0.07744297381019431,0.1270424836601307,,0
2024-II-4,postThink,0.21906402526557564,0.07536546819438956,0.11803836633663366,0.1316425120772947,,0
2024-II-5,postThink,0.03504340962904499,0.006932239796914665,0.029896072344445943,0.04171374764595104,,0
2024-II-6,postThink,0.11284599006387509,0.04702750665483585,0.05671043034281546,0.07091882247992863,,0
2024-II-7,postThink,0.04682926829268293,0.003927775823660453,0.050955414012738856,0.012723319228960977,,0
2024-II-8,postThink,0.010838486601502759,0.013082520514011457,0.012474895720685926,0.007235728916199127,,0
2024-II-9,postThink,0.01244012986595519,0.006046875,0.0026313990841364226,0.0002732837778749453,,0
21,postThink,0.1040617128463476,0.020536526220066686,0.04709576138147567,0.06896551724137931,,0
22,postThink,0.04446876243533625,0.002244165170556553,0.0320752009184845,0.052999762864595686,,0
23,postThink,0.11706083593633794,0.0630438221800348,0.07527119769758689,0.051905487804878046,,0
24,postThink,0.002322543184787342,0.0007099658164606889,0.0016753224995811693,0.0006037567084078712,,0
25,postThink,0.03003717472118959,0.015798922800718134,0.009285851043461612,0.015961305925030228,,0
26,postThink,0.05675318961724593,0.023191011235955055,0.0180976430976431,0.049679487179487176,,0
27,postThink,0.00502729100833094,0.0022410996328865364,0.00216021602160216,0.008924252684531295,,0
28,postThink,0.029902138455962304,0.01960015680125441,0.0017140279657194407,0.01795243619489559,,0
29,postThink,0.01016116425354524,0.001977505870720554,0.012772071736469586,0.017972143178073986,,0
3,postThink,0.136938202247191,0.08723531166119892,0.10427807486631016,0.14394685039370078,,0
4,postThink,0.05327838141626077,0.0012770502461224111,0.002824273203088563,0.00019007070630274462,,0
5,postThink,0.024742449590560888,0.0018770226537216828,0.0006708177095875331,0.0008252818035426731,,0
6,postThink,0.08427258539968788,0.0007554137988920597,0.0035847235626637252,0.057610241820768134,,0
7,postThink,0.002253725917848055,0.000946969696969697,0.0014596478011112157,0.0008662121381468648,,0
8,postThink,0.08951477969882878,0.03634289439374185,0.05738543371522095,0.05431277710600564,,0
9,postThink,0.011755615652077929,0.010986378259976727,0.003677078168897703,0.010371788734641774,,0
0,answer_only,,,,,,0
1,answer_only,,,,,,0
10,answer_only,,,,,,0
11,answer_only,,,,,,0
12,answer_only,,,,,,0
13,answer_only,,,,,,0
14,answer_only,,,,,,0
15,answer_only,,,,,,0
16,answer_only,,,,,,0
17,answer_only,,,,,,0
18,answer_only,,,,,,0
19,answer_only,,,,,,0
2,answer_only,,,,,,0
20,answer_only,,,,,,0
2024-I-1,answer_only,,,,,,0
2024-I-10,answer_only,,,,,,0
2024-I-11,answer_only,,,,,,0
2024-I-12,answer_only,,,,,,0
2024-I-13,answer_only,,,,,,0
2024-I-14,answer_only,,,,,,0
2024-I-15,answer_only,,,,,,0
2024-I-2,answer_only,,,,,,0
2024-I-3,answer_only,,,,,,0
2024-I-4,answer_only,,,,,,0
2024-I-5,answer_only,,,,,,0
2024-I-6,answer_only,,,,,,0
2024-I-7,answer_only,,,,,,0
2024-I-8,answer_only,,,,,,0
2024-I-9,answer_only,,,,,,0
2024-II-1,answer_only,,,,,,0
2024-II-10,answer_only,,,,,,0
2024-II-11,answer_only,,,,,,0
2024-II-12,answer_only,,,,,,0
2024-II-13,answer_only,,,,,,0
2024-II-14,answer_only,,,,,,0
2024-II-15,answer_only,,,,,,0
2024-II-2,answer_only,,,,,,0
2024-II-3,answer_only,,,,,,0
2024-II-4,answer_only,,,,,,0
2024-II-5,answer_only,,,,,,0
2024-II-6,answer_only,,,,,,0
2024-II-7,answer_only,,,,,,0
2024-II-8,answer_only,,,,,,0
2024-II-9,answer_only,,,,,,0
21,answer_only,,,,,,0
22,answer_only,,,,,,0
23,answer_only,,,,,,0
24,answer_only,,,,,,0
25,answer_only,,,,,,0
26,answer_only,,,,,,0
27,answer_only,,,,,,0
28,answer_only,,,,,,0
29,answer_only,,,,,,0
3,answer_only,,,,,,0
4,answer_only,,,,,,0
5,answer_only,,,,,,0
6,answer_only,,,,,,0
7,answer_only,,,,,,0
8,answer_only,,,,,,0
9,answer_only,,,,,,0
0,backtracking,0.08669476219145093,0.0915707912655553,0.07451456310679612,0.11780610274237158,,1
1,backtracking,0.12299854439592431,0.19293325855300056,0.15659955257270694,0.08253094910591471,,1
10,backtracking,0.06600467289719626,0.15356901598739023,0.03111111111111111,0.055751507566276025,,1
11,backtracking,0.0480747829957712,0.06557074251939417,0.16395376267987732,0.07520412548345509,,1
12,backtracking,0.017627810421871153,0.027408486614460024,0.036835468241853055,0.021981522777954763,,1
13,backtracking,0.051730806420421584,0.062146892655367235,0.04160636758321273,0.10779634049323787,,1
14,backtracking,0.018535869963743023,0.022187156314254292,0.047570776916950254,0.033782397592833205,,1
15,backtracking,0.08509354254677128,0.1114040870138431,0.06765188834154351,0.08656368405712621,,1
16,backtracking,0.1461187214611872,0.11702954898911352,0.13667610190052568,0.10088728228721656,,1
17,backtracking,0.034725151131730636,0.038712340074288074,0.05915883531042983,0.026094212243040277,,1
18,backtracking,0.10396937336288535,0.07577497129735936,0.114540059347181,0.10343805572021339,,1
19,backtracking,0.031776447105788426,0.037125367676285874,0.03511777301927195,0.04687018193031144,,1
2,backtracking,0.02747645339395908,0.02893091237851277,0.04338967702988228,0.021355208298023797,,1
20,backtracking,0.07081700769119141,0.0710405348934392,0.013571736320551486,0.20419790104947527,,1
2024-I-1,backtracking,0.1297200102748523,0.13075684380032207,0.19250985545335086,0.32578486875965,,1
2024-I-10,backtracking,0.03595455224996263,0.05957611785991212,0.018870292887029287,0.05883205332560498,,1
2024-I-11,backtracking,0.01977715877437326,0.02991218441273326,0.030750088873089228,0.019280083578687435,,1
2024-I-12,backtracking,0.023418893887271766,0.026882898677770474,0.060045008183306055,0.037314242325631845,,1
2024-I-13,backtracking,0.031766008860249696,0.07372822299651569,0.049974459390430784,0.1481931369571819,,1
2024-I-14,backtracking,0.027835420393559927,0.018715633355193464,0.05418250950570342,0.0651685393258427,,1
2024-I-15,backtracking,0.020042150502086863,0.04285714285714286,0.05303127815677693,0.09353564747453752,,1
2024-I-2,backtracking,0.07902326475677754,0.20277227722772279,0.08442829186469109,0.06602603843769374,,1
2024-I-3,backtracking,0.11973449068164412,0.27729257641921395,0.1317728651928912,0.24919540229885057,,1
2024-I-4,backtracking,0.16289592760180996,0.22464503042596348,0.2634498058790904,0.33666666666666667,,1
2024-I-5,backtracking,0.02656371750371892,0.03354721718510253,0.0916774101131643,0.059766963673749146,,1
2024-I-6,backtracking,0.08463681165631026,0.2199563000728332,0.3108108108108108,0.05948528278625366,,1
2024-I-7,backtracking,0.09009332376166547,0.09773013871374527,0.15017921146953406,0.17982129560685034,,1
2024-I-8,backtracking,0.03174496644295302,0.02430364248546067,0.025906735751295335,0.049281314168377825,,1
2024-I-9,backtracking,0.046597544988678345,0.09665666523789113,0.1391941391941392,0.07308560870457811,,1
2024-II-1,backtracking,0.08456189151599444,0.21298076923076922,0.08873873873873873,0.26227208976157085,,1
2024-II-10,backtracking,0.07108650104759054,0.03967065868263473,0.05403584422584557,0.13361256544502617,,1
2024-II-11,backtracking,0.024301752464403067,0.05795847750865052,0.05408027161392021,0.030050475407911725,,1
2024-II-12,backtracking,0.06317411402157165,0.14505893019038985,0.14058144165671047,0.1482782853127196,,1
2024-II-13,backtracking,0.059001512859304085,0.0932543474106631,0.09713932908005762,0.12315010570824525,,1
2024-II-14,backtracking,0.028119173547429703,0.02486874827300359,0.036713085510415466,0.108,,1
2024-II-15,backtracking,0.026404142718943834,0.026330806228091627,0.01265625,0.02828769184471863,,1
2024-II-2,backtracking,0.061094008998342414,0.11607142857142858,0.24908869987849333,0.15252454417952313,,1
2024-II-3,backtracking,0.01187572217229426,0.018916857360793286,0.01608281395515438,0.011977159834733764,,1
2024-II-4,backtracking,0.11220682302771855,0.12286874154262517,0.10010077258985556,0.15606758832565285,,1
2024-II-5,backtracking,0.030788600206020374,0.08073794881967863,0.06563965170797052,0.05797604582537754,,1
2024-II-6,backtracking,0.01959375,0.019625,0.021608161298096232,0.02822360248447205,,1
2024-II-7,backtracking,0.07172596517789553,0.048723597252818454,0.07834308869878433,0.07548457548457549,,1
2024-II-8,backtracking,0.025480790388593057,0.031405189899979015,0.03441069935915297,0.019030689601087468,,1
2024-II-9,backtracking,0.030526692941597995,0.0782122905027933,0.07098816863856024,0.07335907335907337,,1
21,backtracking,0.03814884302689181,0.1455902047063325,0.05354831116864776,0.15792141951837768,,1
22,backtracking,0.03532949135554999,0.06158145311529704,0.02227298686464877,0.06381192275398824,,1
